caption;created_at
"🏁 Your PS MotoGP 2025 is here!

Saya akan berada di Sepang selama 3 hari sempena #MalaysianGP 🏍️🔥

Buat yang jauh, kita dekatkan! ❤️
Kalau nak kirim merchandise rasmi atau eksklusif dari litar, boleh terus hubungi saya atau klik pautan Telegram di bawah 👇🏻

 https://t.me/c/2290779594/275 

#MotoGP #SepangCircuit #MalaysianGP #MotoGPMalaysia";2025-10-20 08.58.58
"Iya. Sedih banget kan. Udah bahagia indonesia punya sirkuit. Tapi mau nonton kesana harus punya uang lebih.
Hotel yang hari biasa 120k jadi 1.5 juta per malam itu pas taun 2022
Trus taun ini cek di tempat lain biasanya 300k jadi 1.2 juta per malam
Minimal siapin 8 juta dulu mau ke mandalika";2025-10-06 06.59.05
"Sedih banget, sampe bule bingung kenapa mandalika ""sepi"" padahal jumlah fans motogp di Indonesia itu gede bgt di medsos...";2025-10-06 07.14.10
"Menjelang MotoGP Mandalika 2025
#mandalika #lombok #motogp";2025-09-30 22.42.07
"Moment nonton langsung MotoGP di garis start
MotoGP Mandalika Lombok.
Are you ready to MotoGP Mandalika______🏍️🏍️
#fypシ #fbpro #fypageシ #MotoGpMandalika 
#LombokGp #SirkuitMandalika🏍️";2025-10-06 15.14.46
"Marc Marquez: ‘This something that sometimes I will do, sometimes another will do, but no one does it on purpose.’

So can we please calm down now?";2025-10-05 16.39.15
Welcome to Indonesia Vale Valentino Rosy VR46 Valentino Rossi ❹❻ #motogp #mandalika #motogp2025;2025-09-30 12.40.51
"New Schedule📋

Moto3 Race 13:45 LT 
MotoGP Race 15:00 LT
Moto2 Race 16:30 LT";2025-10-26 12.06.06
"Setiap ride mesti ada cerita.. 
And this is My ride to MotoGP.

Thank you  @petronaslubricantsasia  for this opportunity! Mana nak dapat lagi tengok MotoGp dalam aircond 🤣

Kalau korang nak jadi sebahagian daripada Creators Club dari Petronas Lubricants? Korang cuma perlu daftar je dekat link ni !

 https://my.pli-petronas.com/en-my/creators-club 

#PETRONASSprintaRacing #CreatorsClubByPetronas #MotoGP";2025-10-30 13.01.47
"Welcome to Mandalika 
#motogp 
#mandalikacircuit 
#mandalika 
#race 
#racing";2025-10-04 09.51.59
Marking Yamaha’s 7️⃣0️⃣th Anniversary with a MotoGP icon 🤩 Giacomo Agostini, one of the greatest ever, returned to action in Assen to honour a legacy he helped create 🏍️🔁;2025-07-01 16.03.28
MotoGP Mandalika 2025🏁🔥🏍️;2025-10-08 10.11.39
"Indonesia MotoGP siap digelar di Pertamina Mandalika International Circuit!

📅 Catat tanggalnya: 3 – 5 Oktober 2025.

Pertarungan seru para rider dunia bakal kembali membakar aspal Mandalika. Siap-siap saksikan aksi spektakuler mereka langsung dari Indonesia!

Source : Kemenpora |  injourney.id 

#inversimedia #kemenpora #MotoGP #Mandalika";2025-10-01 08.56.23
"Konten kreator Muhammad Denham membagikan pendapatnya tentang penyelenggaraan MotoGP di Mandalika, 

“Aku benar-benar bingung dan aku benar-benar agak kesal,” ujarnya di awal video.

Lebih lanjut ia menjelaska, dirinya telah melihat banyak hal menakjubkan pada MotoGP Mandalika. Ia memuji sirkuit dan lokasi yang luar biasa.

Ia berekspektasi balapan tersebut akan benar-benar dipadati penonton, mengingat jumlah penduduk Indonesia yang sangat banyak.";2025-09-23 16.34.23
"世界でー いちばんおひめさま! そういう~扱い
心得て~よね! 👑 . 

The qualifying rounds of  @motogp  #IndonesiaGP and the Tissot Sprint Race at the end was really fun! Really love the crowd too- the grandstand in front of the starting grid is wild! Can’t wait to see the race tomorrow! 🙌🏼 . 

#Mandalika #MotoGP #Lombok #Travel";2024-09-28 20.40.55
Congrats  @ferminaldeguer_54  P1 2025 Mandalika MotoGP Championship. Congrats  @37pedroacosta   @alexmarquez73   @gresiniracing;2025-10-05 14.50.21
"This helmet is for me.
Having the design of my first pocket bike on the helmet is something that really touch my heart. It’s my way to bring that 6 years old kid on the bike of his dreams, the MotoGP 🦖❤️";2025-09-13 15.05.05
Feel quite sorry for Somkiat Chantra. He’s a great kid, and he’s had a tough year (on a Honda, and injured). Shame that literally just as he starts to find his form, he gets booted out.;2025-09-30 15.13.19
"Precision. Power. Pecco.

Francesco Bagnaia conquers the Malaysian GP Sprint";2025-10-25 16.06.32
"Day 1 done at MotoGP Sepang 🇲🇾!
Congrats to  @37pedroacosta  and all the best to the KTM team for tomorrow! 💪🔥 #MotoGP #SepangGP #KTM #PedroAcosta #redbullktmfactoryracing #redbullktmtech3 #ktmmalaysia #ktmmalaysiaofficial #r2r";2025-10-24 17.56.01
"Siapa tau ada yg mau bergaya seperti pembalah Ducati, sukseskan MotoGP di Mandalika

Ultra-realistic photorealistic scene featuring (insert your exact face photo reference) wearing a Ducati Lenovo Team MotoGP racing suit, squatting next to his motorbike on the Mandalika Circuit track. The motorbike is fully detail with number 03, accurate Ducati Lenovo Team branding, and realistic textures. He is without a helmet, wearing stylish sunglasses, with natural lighting and shadows on the track";2025-10-04 17.12.04
"Terkonfirmasi Marc Marquez absen pada dua seri MotoGP 2025, yakni GP Australia dan GP Malaysia.
Dalam pemeriksaan di Hospital Ruber Internacional, tim dokter menemukan Marquez mengalami patah tulang di dasar prosesus korakoid serta cedera ligamen pada bahu kanan. Cedera tersebut dinilai cukup serius sehingga membutuhkan perawatan intensif tanpa operasi (7/10/2025) (Source: All About MM 93) #marcmarquez #gemma #couplegoal #motogp #mandalika";2025-10-07 22.18.34
"Moto GP Sprint race 2025

#boldriders #motogp #mandalika";2025-10-04 16.49.47
Welcome to MandalikaGP Indonesia 🇮🇩  @motogp  Enjoy for Race  @themandalikagp;2025-10-03 02.31.03
"Gagal finish MotoGP Indonesia menjadi kutukan bagi sang juara dunia 7 kali, Marc Marquez. Dalam balapan di Sirkuit Mandalika, Minggu (5/10/2025), ia kembali gagal finish keempat kalinya setelah insiden tabrakan dengan pembalap Aprilia Marco Bezzecchi.

🎥via/fakta_medan
#Reels #Fakta_Medan #MarcMarque #GagalFinish #SirkuitMandalika #MotoGP";2025-10-05 21.54.03
"Dari parade hingga lintasan, ""Lombok Beriuk"" sukseskan MotoGP Indonesia 🇮🇩 🏍️💨
Mandalika Semakin Di Depan 🔥

Yamaha R15 Club Lombok (YRCL).
Gasskan!! 3 - 5 Oktober 2025. 😁

#PertaminaGrandPrixOfIndonesia #MotoGPMandalika #YrclOfficial";2025-10-01 17.55.04
"Selamat pagi Indonesia 🇮🇩 
#motogp #mandalika #worldchampion";2025-01-26 08.50.56
"Pebalap rookie Fermin Aldeguer tampil sebagai juara MotoGP Mandalika 2025. Sementara sang juara dunia Marc Marquez crash di lap pertama.
Dalam balapan di Mandalika International Street Circuit, Minggu (5/10/2025) siang WIB, Marquez jatuh setelah senggolan dengan Marco Bezzecchi. Marquez berarti belum pernah finis dalam balapan di Mandalika. 
#aldeguer #motogpmandalika #juaramotogp #gp2025 #sirkuitmandalika #beritaterkini #infopenting #viralreels #fyp #viral #reels";2025-10-06 07.41.41
"Goes to Mandalika MotoGP 2025 l
 @honda.adv.indonesia  
 @hairegionalbatavia  
 @haijakartaraya  
 @havoc.indonesia  
 @havoc.bekasi 
 @havoc.jakarta  
 @havoc.bogor  
 @advridersbogortimur  
 @advscooterjakarta";2025-10-05 23.44.12
"Touring 'moye' MotoGP Mandalika lek Lombok 
 #turellibikers Turelli Biker's";2025-10-06 22.37.00
"𝗠𝗼𝘁𝗼𝗚𝗣 𝗥𝗶𝗱𝗲𝗿𝘀 𝗣𝗮𝗿𝗮𝗱𝗲 kembali ke NTB jelang #PertaminaGrandPrixofIndonesia! 🤯🏁

Tanggal 1 Oktober 2025 mendatang, kamu berkesempatan untuk melihat langsung 12 pembalap dunia dari dekat di Riders Parade yang akan berlangsung mulai pukul 14.00 waktu setempat ✨

Seperti tahun lalu, puluhan ribu penggemar dipastikan akan memadati jalan sepanjang Taman Sangkareang sampai Teras Udayana 🔥

Sampai bertemu! 🇮🇩

#InJourney #MelayaniSepenuhHati
#IndonesianGP #MotoGP2025 #Mandalika";2025-09-29 17.02.10
"Kutukan Mandalika! Marc Marquez Jatuh Lagi di di MotoGP Mandalika 2025

Drama terjadi di MotoGP Mandalika 2025, Minggu (5/10). Baru masuk tikungan ke-7, Marc Marquez disundul Marco Bezzecchi dan terjatuh. 

Rider Ducati itu langsung dilarikan ke Spanyol untuk pemeriksaan lanjutan.

Marquez kembali gagal finis di Mandalika melanjutkan rentetan nasib buruknya sejak 2022 di sirkuit ini. 

Kutukan Lombok tampaknya belum berakhir bagi sang Baby Alien.";2025-10-05 20.36.37
"With  @ferminaldeguer_54  🤙🏻

#ferminaldeguer
#fermin
#motogp
#mandalika";2025-10-02 10.51.13
"MotoGP Mandalika Indonesia 2024
#jangankelomboknantigakmaupulang 
#motoGPMandalika 
#lombokiloveyou";2024-09-30 20.40.10
"MotoGP Mandalika 2025 ""Dari tahun ke tahun, tanah Lombok , tanah bumi seribu masjid, sirkuit dengan keindahan alam yg luar biasa ini seperti menjadi cermin bagi perjalanan batin sang juara dunia  tempat di mana ambisi, keberanian, dan nasib saling beradu di bawah langit tropis yang panas dan tak terduga.

Balapan baru saja dimulai, baru di tikungan ketujuh ketika bencana datang. Márquez, yang tampil begitu bersemangat di hadapan lautan penonton, tiba-tiba disundul oleh Marco Bezzecchi.";2025-10-24 12.53.03
crowd check grand stand .. alhamdulillah pengunjung mencapai 140rb orang di Sirkuit Mandalika- motogp 2025 🇮🇩🏍;2025-10-05 21.34.13
"Selebrasi Sprint Race di Sirkuit Mandalika 

Podium 
1. MARCO BEZZECCHI
2. FERMIN ALDEGUER
3. RAUL FERNANDEZ

Amazing race with a powerful win !!
#exlorelombok 
#pertaminagrandprixofindonesia 
#motogp2025
#motogp
#indonesiangp";2025-10-04 21.07.18
"MotoGP Mandalika 2025🎊🎊🎊📸
#motogp #motogpindonesia #motogp2025";2025-10-04 22.45.15
"Pertamina Mandalika International Street Circuit
motogp #paraderiders #mandalika #mataramkita #mandalika #lombokisland #lombok #mandalikagp #mandalikacircuit #motogplombok #motogp #motogpmandalika2024 
#PertaminaMandalikaInternationalStreetCircuit
#PertaminaMandalikaInternationalStreetCircuit
#PertaminaMandalikaInternationalStreetCircuit 
#MandalikaInternationalStreetCircuit
#MandalikaInternationalStreetCircuit 
#MandalikaCircuit
#SirkuitMandalika
#MandalikaCircuit 
#SirkuitMandalika";2024-09-28 16.16.04
"Thread do your magic! 
Yg merasa kehilangan kacamata ini waktu nonton motoGP Mandalika silahkan kontak saya.";2024-11-13 17.51.09
"Agenda kita tahun depan udah fix ya guys 😎🇮🇩🇮🇩

#MotoGP #Moto2 #Moto3 #MarioAji #VedaPratama #motorsport #indonesia";2025-10-31 17.16.58
"Kembali menyaksikan secara langsung
Pagelaran seri MotoGP Pertamina Mandalika International Circuit

#motogp
#motogpindonesia 
#pertamina 
#livemotogp2016";2025-10-04 16.33.47
"Mandalika menyapa dunia
MotoGP, new logo, new spirit 💪💪";2025-10-02 06.26.55
"Podium kemenangan MotoGP Mandalika Rockstar banget. 
Motor naik ke atas panggung musik dengan desain panggung yang Metal banget.
Di panggung inilah Band Dewa 19 juga tampil pada malam hari nya.

#podium #sprint #rockstar #dewa19 #mandalika";2025-10-05 01.51.01
"@mataram.kita  Keseruan Parade Riders Moto GP 2024 🔥🔥

#motogp
#paraderiders
#mandalika
#mataramkita";2025-10-02 13.56.35
"Lights out di Sirkuit Mandalika! 🚦 Para pembalap MotoGP tampil luar biasa dalam balapan penuh adrenalin di #IndonesianGP. Yuk, pilih siapa yang menurut kamu melakukan takeoff terbaik! 👇
Didukung oleh  @qatarairways  — kebanggaan langit dunia. ✈️✨

📷 Sumber: MotoGP /  @qatarairways 

#MotoGP #IndonesianGP #Mandalika #QatarAirways #MotoGP2025 #Racing #IndonesiaBangga #BalapanDunia #MotoGPFans #insidentbrand";2025-10-05 15.49.14
Coming soon MotoGP 🇮🇩 Mandalika 🏍️🏁;2025-09-27 11.36.04
Royal Box Tickets for MotoGP Mandalika 2025 Nearly Sold Out  https://jakartaglobe.id/news/royal-box-tickets-for-motogp-mandalika-2025-nearly-sold-out?utm_source=dlvr.it&utm_medium=threads;2025-09-15 12.04.37
"REKOR BARU UNTUK MANDALIKA! 🥳

Akhir pekan balap MotoGP Indonesia 2025 mencatatkan jumlah penonton sebanyak 140.324 orang. Ini merupakan rekor penonton terbanyak sejak Sirkuit Mandalika menjadi tuan rumah kejuaraan dunia MotoGP pada tahun 2022.

Semoga akan terus meningkat setiap tahunnya 🙌

📰 motogp

👨‍💻 HAMMER
_____________
#motomainly #motogp #racing #motorsport #motorcycle #sportsnews #mandalika #indonesia #IndonesianGP";2025-10-05 15.27.15
"Terpantau Pak RT Aleix Espargaró hadir di grid dan box HRC Honda 💪🇮🇩

Memberikan dukungan penuh untuk dua pembalap andalan, Joan Mir dan Luca Marini, di #IndonesianGP 🏁

Semangat penuh dari sang “RT” di Pertamina Mandalika International Circuit!

📸 Team Indomotoracing

#Indomotoracing #MotoGP #Moto2 #Moto3 #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-04 18.38.38
"Masyarakat NTB, merapat! 🏍️🏁

Sampai 5 Oktober mendatang,  @itdc_id  melalui  @themandalikagp  punya program 𝗗𝗶𝘀𝗸𝗼𝗻 𝟱𝟬% untuk tiap pembelian tiket #PertaminaGrandPrixofIndonesia bagi pemegang KTP NTB. Kapan lagi bisa nonton MotoGP mulai dari Rp200 ribu? 🤯

Jangan sampai kelewatan, beli sekarang! 🎟️

#InJourney #MelayaniSepenuhHati
#IndonesianGP #MotoGP2025 #Mandalika";2025-09-27 16.54.27
"@ferminaldeguer_54  First Winner MotoGP di Sirkuit Mandalika! 🏆

​Konsistensi, Passion gila, dan fokus adalah kuncinya. ​Kemenangan ini membuktikan untuk jadi yang terdepan, butuh skill mumpuni dan persiapan maksimal!

​Sama seperti semangat balap, MS Glow for Men selalu mendukungmu untuk performa terbaik.

#msglowformen #beranipunyapassion #fuelyourpassion #motogp #gresiniracingteam";2025-10-05 15.25.25
"Nagian 3 :
MOTOGP MANDALIKA 2024 

Saya juga koleksi Tiket nya, tapi banyak yg hancur kena banjir waktu saya tinggal di Palembang 😀

Sekarang pengen nonton utk schedule di Mandalika - Lombok ( 27/09/24 Free Practice, 28/09/24 Qualification, 29/09/24 Race Day ), tapi kok biaya Tiket Pesawat nya Mehong sekali yaa.... begitu juga dengan Hotel, Transportasi menuju ke Sirkuit nya, dll..

Tetapi mengapa tiket ke malaysia, jauh lebih murah ??? hotel, transportasinya lebih murah, & banyk pilihan.....";2024-09-11 05.54.04
"Bagian 4 :

MOTOGP MANDALIKA 2024 

Untuk schedule MotoGP di Sepang - Malaysia ( 01/11/24 Free Practice, 02/11/24 Qualification, 03/11/24 Race Day ).
Semoga bisa nonton langsung.... 💪💪💪 

Ada yg punya pengalaman yang sama ???
MotoGP";2024-09-11 05.56.04
"Day 2 Indonesian GP 2025 
#MotoGPIndonesia

#MandalikaGP

#GPIndonesia2025

#SirkuitMandalika

#BalapMotorIndonesia
#mandalika 
#motogp";2025-10-04 16.56.55
"MotoGP yang akan digelar 3-5 Oktober nanti di Mandalika NTB, melibatkan lebih dari 2.000 tenaga kerja lokal. Sebanyak 380 di antaranya menjadi marshal yang telah mendapat pelatihan langsung dari FIM, dan beberapa bahkan dipercaya bertugas di seri MotoGP lain. Seluruh marshal di Mandalika merupakan putra bangsa.

Source : Kemenpora | Injourney | ITDC & MGPA Asset

#inversimedia #MotoGP #Mandalika";2025-10-01 11.32.24
"𝗠𝗼𝘁𝗼𝗚𝗣 𝗠𝗮𝗻𝗱𝗮𝗹𝗶𝗸𝗮 𝟮𝟬𝟮𝟱‼️𝗕𝗮𝗹𝗮𝗽𝗮𝗻, 𝗕𝘂𝗱𝗮𝘆𝗮, 𝗱𝗮𝗻 𝗘𝗸𝗼𝗻𝗼𝗺𝗶 𝗕𝗲𝗿𝘀𝗮𝘁𝘂 𝗱𝗶 𝗟𝗼𝗺𝗯𝗼𝗸
‎
‎#MotoGPMandalika2025
‎#NTBMakmurMendunia
‎#SportTourismNTB
‎#gubernurntb";2025-09-30 21.41.22
"🏁✨
Saya, Nur Muhammad, ikut mendukung dan menyukseskan Pertamina Grand Prix of Indonesia 2025 di Mandalika. 🇮🇩🔥

Walaupun hanya bisa memantau secara virtual, semangat tetap 100% untuk MotoGP di tanah air tercinta! 💪🏍️

📍 Mandalika Circuit
📅 3–5 Oktober 2025

#MotoGP #MandalikaGP #IndonesiaGP #MotoGPMandalika";2025-10-04 09.09.49
MotoGP mandalika 2025 gas  ayo nonton bang;2025-10-01 22.13.01
Untuk kesekian kali marc Marquez crash di Mandalika 😬;2025-10-05 14.10.33
"Balapan MotoGP, Grand Prix of Indonesia 2023, bakal kembali digelar di Pertamina Mandalika International Street Circuit, Lombok, NTB, pada 13-15 Oktober 2023. Besok tiketnya udah mulai dijual lho. Berminat beli? 

 https://www.kompas.tv/olahraga/426145/daftar-harga-tiket-presale-motogp-mandalika-2023-yang-dijual-mulai-besok-ini-link-pembeliannya";2023-07-16 19.22.52
"Moto GP Mandalika 2025”
POV Zona C 🧐

Babang Markes crash lagi, nampaknya kutukan mandalika masih berlanjut 😅

#motogp #motogpindonesia #motogpmandalika #motogp2025 #mandalika";2025-10-06 10.40.30
"Seperti inilah suasana paddock MotoGP Indonesia 2025 di Sirkuit Mandalika, Lombok, Nusa Tenggara Barat, Sabtu (4/10/2025)

#Motogp #IndonesiaGP";2025-10-04 12.40.59
Precious moments MotoGP Mandalika 2024❤️;2024-10-01 12.47.46
‘Once again my teammate ruined one of my races’ 😬;2025-10-04 15.38.15
MotoGP 2025;2025-10-27 20.24.31
"MotoGp大奖赛马来西亚站。
#motogp #malaysiangrandprix";2025-10-26 19.16.06
".jpg from Mandalika
📸 by  @vaclavduskajr  for  @trackhousemotogp 
#Allin25 #RF25FanClub 
#RF25🔥🚀 
#MotoGP #IndonesianGP 🇮🇩";2025-10-10 15.41.57
"Akhirnya yang ditunggu-tunggu datang juga! Para pebalap MotoGP termasuk Marc Márquez resmi tiba di Indonesia 🇮🇩✨ 

Dari Jakarta hingga Lombok, sambutan hangat langsung terasa 🙌.

Kini saatnya bersiap, karena Mandalika akan jadi saksi adu cepat para juara dunia pada 3–5 Oktober ini. 

#jktcreativemedia #jakarta #reels #reelsinstagram #motogp #motogpindonesia 
#SirkuitMandalika #BurnTheLimits #InJourney #PertaminaGrandPrixOfIndonesia";2025-09-30 17.14.37
"Welcome to Lombok VR46
For MotoGP international mandalika Lombok
Lombok island indonesia";2025-09-30 13.49.26
"Amazing experience watching MotoGP at Bukit Niti  @nitiracing 

Huge thanks to NitiFam for the opportunity and the great hospitality!

#NitiRacing #RCMotogarage #One3 #MotoGP #Mandalika";2025-10-06 20.56.11
