caption;created_at;event_sentiment;circuit_sentiment
Brad Binder back in the fight but warns Mandalika MotoGP very special : https://t.co/WZGfycrGEE;2025-10-06 09.49.15;positive;neutral
Marco takes a bad start from the pole but recovers and on the last lap offers a cinematic overtake. Long Lap for Marc Marquez who finishes the same 7th behind Alex Mir and Marini. Bagnaia lives a https://t.co/gY7LqjpwoM #motogp #indonesia #Mandalika #sprintrace #live;2025-10-04 08.10.34;positive;neutral
Perjalanan yang tak terlupakan malang-lombok turun dari rinjani mampir ke sirkuit mandalika menjadi pengalaman pertama untuk mengunjungi tempat ini, semoga bisa datang ketempat ini lagi dilain waktu bersama kawan²;2025-02-11 08.51.31;neutral;positive
Sirkuit besar, banyak spot apot foto yang iconic. Perjalanan 30 menit dari kota lombok dengan mobil dan belum ada transportasi umum untuk kesini. Disekitaran sirkuit sudah banyak bgt penginapan yg legal jadi fell free untuk berkunjung ke sini;2023-11-09 08.51.31;neutral;neutral
omgggg sedih bgt sih dia celaka mulu di mandalika;2025-10-05 08.41.09;neutral;neutral
Marc Marquez mengalami cedera bahu kanan akibat kecelakaan pada lap pertama balapan utama MotoGP di Mandalika. Ini musim keempat Marquez gagal finis di Mandalika. #Olahraga #AdadiKompas https://t.co/UYJjDpULIV;2025-10-05 09.49.29;neutral;neutral
MotoGP Mandalika 2025: Marc Marquez Patah Tulang Bahu;2025-10-05 16.11.17;neutral;neutral
"Dua bersaudara, dua kebanggaan! 🔥

Adrian Fernández sukses rebut pole position di #Moto3 🇮🇩, sementara sang kakak, Raúl Fernández, akhirnya naik podium sprint pertamanya di posisi 3! 🏁

Momen spesial di #IndonesianGP buat keluarga Fernández! ❤️

📸 Team Indomotoracing

#Indomotoracing #MotoGP #Moto2 #Moto3 #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-04 18.03.00;positive;neutral
"Salah satu goals gue ke Lombok, apalagi nonton MotoGP Mandalika. I mean, Lombok emang indah banget sih, itu yang bikin gue termotivasi buat kerja ambis, biar bisa jalan - jalan enak 🥰
#MandalikaWishlist2025 #burnthelimits #indonesiamendunia";2025-09-23 22.53.23;positive;neutral
BMKG Prediksi MotoGP Mandalika Diguyur Hujan Ringan Hari Ini https://t.co/ayDXyRFlLA;2025-10-05 03.53.00;neutral;neutral
@MotoGP Ready for most sunny motoGP race‚ÄçÔ∏è Come on visit Lombok Island;2025-10-05 03.17.44;positive;neutral
Kasihan bgt pinhin viral pdhl jelas2 AI , sejak kpn tangan bunda maia gak lengkap;2025-06-27 18.01.29;neutral;neutral
Marc Marquez sudah berencana untuk berlibur di Lombok usai MotoGP Mandalika 2025. https://t.co/xWgLDusoau;2025-10-02 03.07.32;neutral;neutral
Kutukan di mandalika wkwk;2025-10-04 04.04.37;neutral;negative
"Here are the provisional lap-time standings for the Rest of the World group in eSport MotoGP Challenge 1 at Pertamina Mandalika Circuit:

🏁 Rest of the World – Challenge 1 (Provisional Standings)

More details:  https://esport.motogp.com/standings 

#motogp #motogpesport";2025-07-03 15.29.05;neutral;neutral
"Bangga banget bisa jadi tuan rumah, bangga bisa nunjukin hospitality & budaya kita ke mata dunia.
Welcome champs, welcome to Mandalika ❤️🌺”

#MotoGP #MotoGP2025 #Mandalika #Lombok #WelcomeChamps #MotoGPLombok #MandalikaGP #RacingVibes #LombokBangga #HospitalityLombok #ExploreLombok #IndonesiaBangga";2025-10-01 05.03.35;positive;neutral
Konsumsi Avtur, BBM dan LPG Melonjak saat MotoGP Mandalika 2025  https://ntb.idntimes.com/news/business/konsumsi-avtur-bbm-dan-lpg-melonjak-saat-motogp-mandalika-2025-00-ldn3d-txg47d?utm_source=threads&utm_medium=threads&utm_campaign=dlvr.it;2025-10-02 21.34.39;neutral;neutral
"Jelang MotoGP Mandalika, Menpora Erick Jamu Valentino Rossi di Jakarta
 https://penasultra.id/jelang-motogp-mandalika-menpora-erick-jamu-valentino-rossi-di-jakarta/";2025-09-30 18.03.00;neutral;neutral
Juara MotoGP Mandalika 2024, Jorge Martin: Menyala Abangku!  http://dlvr.it/TDp4vr  Bola;2024-09-29 16.14.48;positive;neutral
Mandalika is friends with the Fernandez brothers the older one Raul Fernandez in the front row and the younger one Adrian Fernandez in the pole position #MotoGP #Moto3 #IndonesianGP https://t.co/DOcn5rtD0k;2025-10-04 05.44.00;neutral;neutral
Kualifikasi MotoGP Mandalika 2025: Bezzecchi Pertama Marquez ke-9! https://t.co/GYwNytQ0o6;2025-10-04 04.09.33;neutral;neutral
Semakin nyaman dgn selesainya jalur ganda dari by pass BIL Mandalika, sampai Masjid Nurul Bilad Kuta..;2022-11-09 08.51.31;neutral;positive
"It’s an Aussie tradition 🤷‍♂️ 

The first GP win for  @raulfernandez_25  and the  @trackhousemotogp  team. 

#raulfernandez #motogp #australianmotogp #phillipisland";2025-10-19 12.34.26;positive;neutral
Sirkuit balap internasional berlokasi di lombok tengah, NTB. Sirkuit modern dengan pemandangan yang indah sangat recomended selain untuk area balapan jga Cocok untuk rekreasi keluarga👍👍;2025-10-09 08.51.31;neutral;positive
Luca Marini surged to the top of the timesheets in FP1 at Mandalika making the most of a late push. Read more about the MotoGP session here! #MotoGP #IndonesianGP https://t.co/rse5lR2pkX;2025-10-03 11.03.22;positive;neutral
"MotoGp Aragon
#aragongp 
#motogp 
#motogptrans7 
#motogp2025 
#trans7 
#ditrans7aja 
#officialtrans7 
#officialmotogptrans7 
#inibarutrans7 
#balapseruditrans7 
#balapanseruditrans7 
#indonesiangp 
#mandalika 
#mandalikagp 
#mandalikacircuit
#sirkuitmandalika 
#honda 
#yamaha 
#ducati 
#aprilia 
#ktm";2025-06-04 14.48.49;neutral;neutral
Dibalik kerwnya mandalika ada pantai di belakanya yang wajib kamu sambangi;2022-11-09 08.51.31;neutral;neutral
A quick trip out trackside again this morning at Mandalika. Starting to get my eye back in 📸 #motogp;2025-10-03 10.54.37;neutral;neutral
Sabtu (4/10) massa padati hari kedua MotoGP Mandalika, penonton pulang dengan tertib.;2025-10-04 23.19.40;neutral;neutral
Motogp 2021 di sirkut mandalika akan jadi tuan rumah bagus sekali sobat jadi motogp  2021 jadi sirkut mandalika daherah bali gas. motogp 2021 jadi motogp 2021bagus gas dari pit sirkut siyapa sag menang di sirkut mandalika akan jadi motogp jika motogp 2021;2020-11-09 08.51.31;positive;neutral
"Berburu tiket MotoGP Mandalika.
Yuk Jangan sampai kehabisan";2025-07-15 21.02.56;neutral;neutral
PLN Nusa Daya Siaga dukung keandalan listrik MotoGP Mandalika 2025 Ô∏è Pasokan andal tanpa kedip berkat sinergi PLN Group. Tim siaga 24 jam jaga kelancaran event dunia! #PLNND #NusaDaya #PLNGroup #MotoGPMandalika #MotoGP #NusaDayaSiaga https://t.co/WU3pGPAVzB;2025-10-06 07.21.29;positive;neutral
"Tahu gak kenapa basket NBA saat ini tidak semenarik di era 90 an?

Karena disana sudah tidak ada lagi sosok Michael Jordan.

Alasan yang hampir sama kenapa MotoGP, Formula 1 dan world boxing membosankan saat ini.

Karena disana sudah tidak ada lagi para GOAT nya: Vale 46, Michael Schumacher dan Mike Tyson.

Sepakbola saat ini sudah mulai membosankan  karena Leo Messi sudah dipenghujung karirnya dan tidak akan lama lagi akan pensiun.

The GOAT isn't duplicated.";2025-10-27 18.54.09;negative;neutral
GREATEST SHOW ON EARTH - A dream island showdown! #Mandalika #IndonesianGP #MotoGP #Moto2 #Moto3 https://t.co/lJHhCw4deU;2025-10-05 03.48.20;positive;neutral
kalo belom pernah liat dan liat-liat aja langsung enggak bisa komentar aku takot aja komentar, tapi terlalu biasa sirkuitnya, apa mungkin kurang dana negara kita, untuk yang lebih enggak bisa, pesimis kali rasanya😅😮‍💨✌️;2025-10-25 08.51.31;neutral;negative
"Moto GP Mandalika 2025”
POV Zona C 🧐

Babang Markes crash lagi, nampaknya kutukan mandalika masih berlanjut 😅

#motogp #motogpindonesia #motogpmandalika #motogp2025 #mandalika";2025-10-06 10.40.30;negative;neutral
"記者會幾個問題分享：

1. 72&93的關係是不是變好？

兩人的回答都是場上大家都是對手，但更多是尊重。72說他比以前還要成熟了。

2. 問93在第25圈的時候交出場上最速的成績，是不是其實還有餘力？

答：我試著控制比賽，當然不會27圈都用力拼。但當我跑出最速圈，看到72也用0.5秒0.4秒回應讓我很訝異。當然我手上會有一些手牌，直到最後一圈才會用盡。

3. 問93: 以前你對抗的對手年紀都很大，現在你是年紀最大的車手之一要對抗年輕車手，你的心態有什麼改變嗎？

答：除了我身體多了一些傷以外，我的心態都一樣，需要冒更多風險的時候我還是會去拼。

第二題就稍微可以回答到我前一篇說的，我覺得93其實還有餘力。";2025-09-14 21.18.42;neutral;neutral
Pembalap Red Bull KTM Tech3 Maverick Vinales memutuskan mundur dari MotoGP Indonesia karena kondisi cedera bahunya kian parah dan tidak memungkinkannya mengikuti balapan di Sirkuit Mandalika menyisakan 19 pembalap untuk memperebutkan gelar. https://t.co/fnw5FoGyJz #MotoGP;2025-10-05 11.21.57;neutral;neutral
"Kira-kira siapa pembalap jagoan kalian 😆🤟🏼
.
#motogp #mandalika #wonderfulindonesia";2025-10-04 14.20.59;neutral;neutral
Maverick Vinales Mundur dari MotoGP Mandalika 2025 https://t.co/w1dCL5OV9g;2025-10-04 10.34.58;neutral;neutral
"Obviously, it wasn’t Pecco’s best day, but during the laps he rode on Sunday, his pace was almost half a second slower than Chantra’s! It’s very sad to see a world champion in this situation...

#motogp #indonesiangp #indonesia #mandalika #moto #motorsport #racing #motorcycle";2025-10-06 19.11.17;neutral;neutral
Pertamina Mandalika International Street Circuit;2023-11-09 08.51.31;neutral;neutral
"Marquez Brothers mengukir sejarah, Juara dunia dan Runner up di MotoGP 👏 #MalaysianGP 

#MotoGP #Moto2 #Moto3";2025-10-25 15.28.46;positive;neutral
"Marc Marquez belum bisa taklukan #IndonesiaGP 

4 Musim beruntun 4 Gagal Finish 👻👻👻

Apakah Sirkuit Mandalika Horror bagi Marc Marquez 

.
.

📷  @ducaticorse  

.
.

#Marcmarquez #Marquez #MM93 #MotoGP #Ducati #Ducaticorse #Indonesia #Lombok";2025-10-06 09.40.05;negative;negative
"MotoGP Mandalika 2025 = lebih dari sekadar balapan! Event internasional ini bantu generasi muda Lombok dapat penghasilan &amp; pengalaman kerja yang berharga! Siap merasakan atmosfernya? Amati lebih rinci di https://t.co/dYCFlrVjUs https://t.co/ZTDv5zvDNp";2025-10-03 16.32.58;positive;neutral
"Hasil sprint race MotoGP Mandalika 2025 
#motogp #mandalika #sprintrace";2025-10-04 14.42.23;neutral;neutral
Komentar Marc Marquez Usai Dua Kali Jatuh di Practice MotoGP Mandalika 2025  http://dlvr.it/TNS29N;2025-10-03 20.11.37;neutral;neutral
Mandalika MotoGP Thursday Round Up: Why Ducati Didn't Give Bagnaia What He Wanted Earlier And What That Means For The GP26 https://t.co/mmOkeHDGMd;2025-10-02 21.21.35;neutral;neutral
Looo gue baca ada yg bilang sepi ya?? Itu kira yg komen beneran hadir di mandalika atau cuman nonton dari TV doang soalnya view nya beda bgt kalau nonton secara langsung dan tdk jadi please stop bacottt gk penting okey negara ngelaksanain event internasional begini bukannya;2025-10-05 09.29.58;neutral;neutral
does mandalika hates marc ass so much??;2025-10-03 07.37.12;neutral;neutral
Saya SBG masyarakat Kuta lombok bangga dgn ada nya sircuit mandalika ini;2022-11-09 08.51.31;neutral;positive
Difference between all Moto-Sport aerodynamic 😮‍💨;2025-10-30 19.51.04;neutral;neutral
"Hakim Danish Ramli ended up disappointed when he had to end the race early after facing technical problems in the 2025 Moto3 Grand Prix of Malaysia at the Sepang International Circuit (SIC)

Nikon Z9 + Nikkor 200-500mm f/5.6E ED VR + Nikkor 24-70mm F2.8 S Z

#nikonmalaysia #nikon #motogp #motogp2025 #sepangcircuit #moto3 #kbsmalaysia";2025-10-28 10.52.46;negative;neutral
Pendaftaran Volunteer MotoGP Mandalika 2025 Dibuka  http://dlvr.it/TMFk3V;2025-08-02 09.44.25;neutral;neutral
#IndonesianGP üáÆüá© Just Talk‚Üí Sepertinya Sirkuit Mandalika masih menyimpan sebuah misteri dimana hanya King Jurdun kita Marc yang belum bisa tampil apik disini dari catatan yang ada Marc belum pernah rebut pole ataupun menang di sirkuit ini dari awal debut tahun 2022#motogp https://t.co/cjUEeXA7C0;2025-10-03 08.33.16;neutral;negative
MotoGP Mandalika 2025 Dongkrak Ekonomi NTB: Hotel Penuh Penerbangan Melonjak UMKM Panen Berkah https://t.co/WpYntSWRDl;2025-10-06 01.43.02;positive;neutral
"MotoGP #IndonesianGP Sprint

Joan Mir P5⃣
Luca Marini P1⃣3⃣
Johann Zarco DNF
Somkiat Chantra DNF

Thank you for your support!

#Honda #MotoGP #RC213V";2025-10-06 11.10.13;neutral;neutral
"RACEWEEK LAGI, RAME LAGI!

Jadwal balapan di akhir pekan ini lumayan padat, mulai dari WEC, MotoGP hingga GTWC Asia di Mandalika.

Lumayan rame kan?

Jika ada yang kurang bisa kalian tambahkan lagi di kolom reply 😀";2025-05-08 19.23.36;positive;neutral
Masih dalam proses pembangunan.;2021-11-09 08.51.31;neutral;neutral
"Taking a break from the beach posts because it’s Qualifying Day at #IndonesianGP! 

#Mandalika #MotoGP #Lombok #Indonesia";2024-09-28 11.20.03;neutral;neutral
"Indonesia dipastikan kembali menjadi tuan rumah MotoGP! 

Sirkuit Mandalika dijadwalkan menggelar seri balap pada 9–11 Oktober 2026.

Sumber:  @motogp  

#MotoGP #IndonesianGP";2025-07-24 20.00.43;positive;neutral
Wisatawan mancanegara mulai datang antusias hadir di Pertamina Grand Prix of Indonesia 2025. #ThePhraseID #PertaminaGrandPrixofIndonesia2025 #Pertamina #MotoGP #Mandalika #MandalikaGP #IndonesianGP https://t.co/hnxKK1EWgI;2025-10-03 11.30.00;positive;neutral
"Nonton Moto GP pertama di tanah air...Sirkuit dan sarana belum semuanya jadi...akses jalan, parkir & pohon² belum rindang jadi terik melanda hehehe....tapi seruuu dan kereeen abis...terutama Tim Akrobatik JUPITER....Bravo

Semoga event² berikutnya semakin di lengkapi baik sarana maupun prasarana penunjang untuk penonton & pengunjung...agar Sirkuit Internasional Pertamina Mandalika semakin mendunia dan tetap masuk agenda Moto GP....Bravo";2024-11-08 08.51.31;positive;negative
Menpora Erick Thohir dampingi Presiden Prabowo pergemukan pembalap Indonesia dengan Marc Marquez #berita #olahraga #motogp #mandalika https://t.co/XlWHKbBhZQ;2025-10-02 01.31.34;neutral;neutral
Fermin Aldeguer Perkasa di Mandalika Cetak Kemenangan Perdana MotoGP 2025 https://t.co/GsqN6eluqO;2025-10-05 12.02.47;positive;neutral
"Selamat kepada  @rueda.jr99  yang telah mengunci gelar Juara Dunia Moto3 2025 pada hari ini di Sirkuit Mandalika, Indonesia 🥳

Musim yang sangat luar biasa bagi Rueda membuahkan gelar juara! Very well deserved! 🙌

👨‍💻 HAMMER
_____________
#motomainly #motogp #racing #motorsport #motorcycle #sportsnews #moto3 #joserueda #IndonesianGP";2025-10-05 11.52.30;positive;neutral
MOTOGP HISTORY FOR RAUL FERNANDEZ! The Spaniard takes his first MotoGP race win 🏆🔥;2025-10-19 11.42.14;positive;neutral
Gaya Pasutri Angga Yunanda dan Shenina Cinnamon Jadi Pengibar Bendera Finish dan Pembawa Medali Podium di MotoGP Mandalika 2025  https://www.fimela.com/fashion/read/6179232/gaya-pasutri-angga-yunanda-dan-shenina-cinnamon-jadi-pengibar-bendera-finish-dan-pembawa-medali-podium-di-motogp-mandalika-2025?utm_source=dlvr.it&utm_medium=threads&utm_campaign=pagefml;2025-10-08 17.35.21;neutral;neutral
"DUCATI RESMI RAIH TRIPLE CROWN MOTOGP 2025
Konfirmasi ini hadir pasca balapan sprint dimana akhirnnya Lenovo Ducati  @ducaticorse  terkonfirmasi mejadi Juara team MotoGP 2025 setelah mengembangkan jarak 316 point ke Gresini Ducati  @gresiniracing  dan tidak akan bisa dikejar di sisa 4 seri plus 1 Balapan utama esok Ahad di Mandalika.";2025-10-04 15.42.49;positive;neutral
Ini yang bisa di dapat ketika nonton MotoGP Mandalika dari VIP Deluxe https://t.co/nFdbhLQRv6 https://t.co/U2AON95dgZ;2025-10-05 21.59.14;neutral;neutral
MotoGP Mandalika 🇮🇩🇮🇩🇮🇩;2023-10-15 12.49.18;neutral;neutral
"MotoGP Legends 🚀 
Marquez X Rossi 👑";2025-10-17 14.27.02;positive;neutral
Spent my weekend at MotoGP and wow, the adrenaline was real 🔥 got sunburnt, lost my voice a bit, but had the best time with the best people!! totally worth it. Already missing the track vibes and Marc Marquez too 🥹 get well soon, champ ❤️‍🩹;2025-10-27 07.37.35;positive;positive
Telkomsel Hadirkan Lebih dari 300 BTS Berteknologi 4G/LTE dan Hyper 5G di MotoGP Mandalika 2025  https://www.beritasatu.com/ekonomi/2928141/telkomsel-hadirkan-lebih-dari-300-bts-berteknologi-4glte-dan-hyper-5g-di-motogp-mandalika-2025?utm_source=dlvr.it&utm_medium=threads;2025-10-03 23.50.40;neutral;neutral
#MotoGP #MotoGP2025 #Mandalika #IndonesianGP üáÆüá© #Motorionline Live timing e commento dal Mandalika International Circuit https://t.co/2a2s5GfN46;2025-10-05 06.21.02;neutral;neutral
Fermin Eldeguer. Juara MotoGP Mandalika 2025....Indonesia;2025-10-05 20.47.42;positive;neutral
"Gelaran MotoGP Mandalika resmi dimulai hari ini, Tanggal 3 hingga 5 Oktober 2025 di Sirkuit Pertamina Mandalika, Lombok.
Dengan balapan utamanya di tanggal 5 Oktober 2025. 

Ribuan pasang mata tertuju ke Indonesia, menyaksikan adrenalin, kecepatan, dan semangat juang para pembalap dunia di lintasan kebanggaan Tanah Air.

#mandalika #gpmandalika #lombok #lomboklogin17 #marcmarquez #vr46";2025-10-03 08.45.59;positive;positive
MotoGP Race #IndonesianGP -Links https://t.co/L1zoODzJGa Join the Telegram channel ‚¨áÔ∏è https://t.co/5VAYgmE4lU;2025-10-05 06.32.52;neutral;neutral
Trip Lombok Murah 3 Hari 2 Malam: Nikmati MotoGP 2025 dan Wisata Dekat Sirkuit Mandalika https://t.co/O4V1LLhf1L;2025-10-03 10.38.37;positive;neutral
Thank you for the MotoGP VIP Experience at Sepang Circuit  @qatarairways  #qatarairways;2025-10-28 11.32.32;positive;neutral
Dulu nonton MotoGP di TV cuma pengen liat Rossi46 sekarang gue nonton MotoGP ya nonton aja apalagi ini di Mandalika.;2025-10-05 03.32.31;positive;neutral
Sprint race results from the 2025 Indonesian MotoGP at Mandalika round 18 of 22. https://t.co/H1S0evA4iD;2025-10-04 07.27.58;neutral;neutral
Motogp kul;2025-10-30 14.06.08;positive;neutral
